2011	SIGIR '11	Summarizing the Differences in Multilingual News	{u'Xiaojun Wan': u'Peking University, Beijing, China', u'Peking University, Beijing, China': u'Peking University, Beijing, China', u'Houping Jia': u'Peking University, Beijing, China'}	constrained co-ranking, multi-document summarization, multilingual summarization
2011	SIGIR '11	Enhanced Results for Web Search	{u'Microsoft, Mountain View, USA': u'Yahoo! Research, Barcelona, Spain', u'Kevin Haas': u'Microsoft, Mountain View, USA', u'Peter Mika': u'Yahoo! Research, Barcelona, Spain'}	search results, semantic web, user interfaces, web search
2011	SIGIR '11	Picasso - to Sing, You Must Close Your Eyes and Draw	{u'Aleksandar Stupar': u'Saarland University, Saarbr\xfccken, Germany', u'Saarland University, Saarbr\xfccken, Germany': u'Saarland University, Saarbr\xfccken, Germany'}	automatic music selection, background music, slide show, soundtrack recommendation
2011	SIGIR '11	Enhancing Multi-label Music Genre Classification Through Ensemble Techniques	{u'Chris Sanden': u'University of Lethbridge, Lethbridge, AB, Canada', u'University of Lethbridge, Lethbridge, AB, Canada': u'University of Lethbridge, Lethbridge, AB, Canada'}	ensemble techniques, genre classification, multi-label classification, music information retrieval (mir)
2011	SIGIR '11	Multimedia Answering: Enriching Text QA with Media Information	{u'Meng Wang': u'National University of Singapore, Singapore, Singapore', u'Liqiang Nie': u'National University of Singapore, Singapore, Singapore', u'National University of Singapore, Singapore, Singapore': u'National University of Singapore, Singapore, Singapore', u'Zhengjun Zha': u'National University of Singapore, Singapore, Singapore'}	cqa, medium selection, question answering, reranking
2011	SIGIR '11	Regularized Latent Semantic Indexing	{u'Quan Wang': u'Peking University, Beijing, China', u'Microsoft Research Asia, Beijing, China': u'Microsoft, Bellevue, WA, USA', u'Peking University, Beijing, China': u'Microsoft Research Asia, Beijing, China', u'Jun Xu': u'Microsoft Research Asia, Beijing, China'}	regularization, sparse methods, topic modeling
2011	SIGIR '11	Clickthrough-based Latent Semantic Models for Web Search	{u'Kristina Toutanova': u'Microsoft Research, Redmond, WA, USA', u'Microsoft Research, Redmond, WA, USA': u'Microsoft Research, Redmond, WA, USA', u'Jianfeng Gao': u'Microsoft Research, Redmond, WA, USA'}	clickthrough data, latent semantic analysis, linear projection, topic model, translation model, web search
2011	SIGIR '11	ILDA: Interdependent LDA Model for Learning Latent Aspects and Their Ratings from Online Product Reviews	{u'Samaneh Moghaddam': u'Simon Fraser University, Burnaby, BC, Canada', u'Simon Fraser University, Burnaby, BC, Canada': u'Simon Fraser University, Burnaby, BC, Canada'}	aspect identification, opinion mining, probabilistic graphical models, rating prediction, variational methods
2011	SIGIR '11	Learning Relevance from Heterogeneous Social Network and Its Application in Online Targeting	{u'Chi Wang': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'Rajat Raina': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'University of Illinois at Urbana-Champaign, Urbana, IL, USA': u'Stanford University, Stanford, CA, USA'}	clickthrough prediction, cognitive relevance, heterogeneous social networks, online advertising
2011	SIGIR '11	Filtering Semi-structured Documents Based on Faceted Feedback	{u'Yi Zhang': u'Tsinghua University, Beijing, China', u'Lanbo Zhang': u'University of California, Santa Cruz, Santa Cruz, CA, USA', u'University of California, Santa Cruz, Santa Cruz, CA, USA': u'University of California, Santa Cruz, Santa Cruz, CA, USA'}	adaptive filtering, content-based filtering, document facets, faceted feedback, labeled features, semi-structured documents, user feedback
2011	SIGIR '11	Fast Context-aware Recommendations with Factorization Machines	{u'University of Konstanz, Konstanz, Germany': u'University of Hildesheim, Hildesheim, Germany', u'Zeno Gantner': u'University of Hildesheim, Hildesheim, Germany', u'Steffen Rendle': u'University of Konstanz, Konstanz, Germany', u'University of Hildesheim, Hildesheim, Germany': u'University of Hildesheim, Hildesheim, Germany'}	context-aware recommender system, factorization machine, rating prediction, tensor factorization
2011	SIGIR '11	Handling Data Sparsity in Collaborative Filtering Using Emotion and Semantic Based Features	{u'University of Glasgow, Glasgow, United Kingdom': u'University of Glasgow, Glasgow, United Kingdom', u'Benjamin Piwowarski': u'University of Glasgow, Glasgow, United Kingdom', u'Yashar Moshfeghi': u'University of Glasgow, Glasgow, United Kingdom'}	collaborative filtering, collaborative recommendation, emotion, semantic
2011	SIGIR '11	UPS: Efficient Privacy Protection in Personalized Web Search	{u'Lidan Shou': u'Zhejiang University, Hangzhou, China', u'Gang Chen': u'Zhejiang University, Hangzhou, China', u'He Bai': u'Zhejiang University, Hangzhou, China', u'Zhejiang University, Hangzhou, China': u'Zhejiang University, Hangzhou, China'}	metric, personalized, privacy, trade-off, utility
2011	SIGIR '11	Parameterized Concept Weighting in Verbose Queries	{u'University of Massachusetts , Amherst, MA, USA': u'University of Southern California, Marina Del Rey, CA, USA', u'Michael Bendersky': u'University of Massachusetts , Amherst, MA, USA', u'Donald Metzler': u'University of Massachusetts, Amherst, MA, USA'}	parameterized concept weighting, query expansion
2011	SIGIR '11	Intent-aware Search Result Diversification	{u'Rodrygo L.T. Santos': u'University of Glasgow, Glasgow, United Kingdom', u'Craig Macdonald': u'University of Glasgow, Glasgow, United Kingdom', u'University of Glasgow, Glasgow, United Kingdom': u'University of Glasgow, Glasgow, United Kingdom'}	diversity, relevance, web search
2011	SIGIR '11	Incremental Diversification for Very Large Sets: A Streaming-based Approach	{u'Enrico Minack': u'Leibniz Universit\xe4t Hannover, Hannover, Germany', u'Wolf Siberski': u'Leibniz Universit\xe4t Hannover, Hannover, Germany', u'Leibniz Universit\xe4t Hannover, Hannover, Germany': u'Leibniz Universit\xe4t Hannover, Hannover, Germany'}	approximation, diversification, large sets, streams
2011	SIGIR '11	Indexing Strategies for Graceful Degradation of Search Quality	{u'Sreenivas Gollapudi': u'Microsoft Research, Mountain View, USA', u'Microsoft Research, Mountain View, USA': u'Microsoft Research, Mountain View, USA', u'Samuel Ieong': u'Microsoft Research, Mountain View, USA', u'Shuai Ding': u'Microsoft Research, Mountain View, USA'}	graceful degradation, indexing stratagies, search quality
2011	SIGIR '11	Faster Temporal Range Queries over Versioned Text	{u'Jinru He': u'Polytechnic Institute of New York University, Brooklyn, NY, USA', u'Polytechnic Institute of New York University, Brooklyn, NY, USA': u'Polytechnic Institute of New York University, Brooklyn, NY, USA'}	inverted index, query processing, range queries, temporal search, versioned documents
2011	SIGIR '11	Inverted Indexes for Phrases and Strings	{u'Manish Patil': u'Louisiana State University, Baton Rouge, LA, USA', u'Rahul Shah': u'The University of Kansas, Lawrence, KS, USA', u'Louisiana State University, Baton Rouge, LA, USA': u'Louisiana State University, Baton Rouge, LA, USA', u'Sharma V. Thankachan': u'Louisiana State University, Baton Rouge, LA, USA'}	compressed data structures, inverted indexes, phrase searching, top-k queries
2011	SIGIR '11	Temporal Index Sharding for Space-time Efficiency in Archive Search	{u'IIIT, Delhi, India': u'Saarland University , Saarbruecken, Germany', u'Avishek Anand': u'Max-Planck Institute for Informatics, Saabruecken, Germany', u'Srikanta Bedathur': u'Max-Planck Institute for Informatics, Saarbruecken, Germany', u'Max-Planck Institute for Informatics, Saabruecken, Germany': u'IIIT, Delhi, India'}	inverted index, sharding, slicing, time-travel text search, web archives
2011	SIGIR '11	Mining Weakly Labeled Web Facial Images for Search-based Face Annotation	{u'Nanyang Technological University, Singapore, Singapore': u'Nanyang Technological University, Singapore, Singapore', u'Steven C.H. Hoi': u'Nanyang Technological University, Singapore, Singapore', u'Dayong Wang': u'Nanyang Technological University, Singapore, Singapore'}	auto face annotation, unsupervised learning, web facial images
2011	SIGIR '11	Efficient Manifold Ranking for Image Retrieval	{u'Chun Chen': u'Zhejiang University, Hangzhou, China', u'Bin Xu': u'Zhejiang University, Hangzhou, China', u'Zhejiang University, Hangzhou, China': u'Columbia University, New York, NY, USA', u'Deng Cai': u'Kodak Research Laboratories, Eastman Kodak Company, New York, NY, USA', u'Jiajun Bu': u'Zhejiang University, Hangzhou, China'}	efficientmanifold ranking, graph-based algorithms, image retrieval, out-of-sample
2011	SIGIR '11	Integrating Hierarchical Feature Selection and Classifier Training for Multi-label Image Annotation	{u'Cheng Jin': u'Fudan University, Shanghai, China', u'Fudan University, Shanghai, China': u'UNC-Charlotte, Charlotte, USA'}	boosting, feature hierarchy, hierarchical feature selection, svm image classifier
2011	SIGIR '11	Query by Document via a Decomposition-based Two-level Retrieval Approach	{u'Zhiwei Li': u'Microsoft Research Asia, Beijing, China', u'Linkai Weng': u'Tsinghua University, Beijing, China', u'Microsoft Research Asia, Beijing, China': u'St. Francis Xavier University, Antigonish, Canada', u'Rui Cai': u'Tsinghua University, Beijing, China', u'Yaoxue Zhang': u'Microsoft Research Asia, Beijing, China', u'Tsinghua University, Beijing, China': u'Microsoft Research Asia, Beijing, China'}	document decomposition, indexing, similarity search
2011	SIGIR '11	Estimation Methods for Ranking Recent Information	{u'University of Illinois, Urbana-Champaign, IL, USA': u'FX Palo Alto Laboratory, Inc., Palo Alto, CA, USA', u'Miles Efron': u'University of Illinois, Urbana-Champaign, IL, USA'}	information retrieval, microblogs, ranking algorithms, time
2011	SIGIR '11	Hypergeometric Language Models for Republished Article Finding	{u'University of Amsterdam, Amsterdam, Netherlands': u'University of Amsterdam, Amsterdam, Netherlands', u'Maarten de Rijke': u'University of Amsterdam, Amsterdam, Netherlands', u'Manos Tsagkias': u'University of Amsterdam, Amsterdam, Netherlands'}	hypergeometric, language models, linking, multinomial, online news, social media
2011	SIGIR '11	Effective Sentiment Stream Analysis with Self-augmenting Training and Demand-driven Projection	{u'Adriano Veloso': u'Federal University of Minas Gerais, Belo Horizonte, Brazil', u'Jana\xedna Gomide': u'Federal University of Minas Gerais, Belo Horizonte, Brazil', u'Federal University of Minas Gerais, Belo Horizonte, Brazil': u'Federal University of Minas Gerais, Belo Horizonte, Brazil', u'Ismael Santana Silva': u'Federal University of Minas Gerais, Belo Horizonte, Brazil'}	sentiment analysis, sentiment drift, streams, twitter
2011	SIGIR '11	On Theme Location Discovery for Travelogue Services	{u'Rong Xiao': u'The Pennsylvania State University, University Park, PA, USA', u'Microsoft Research Asia, Beijing, China': u'Microsoft Research Asia, Beijing, China', u'The Pennsylvania State University, University Park, PA, USA': u'Microsoft Research Asia, Beijing, China', u'Mao Ye': u'The Pennsylvania State University, University Park, PA, USA'}	classification, co-training, ranking, travelogue services
2011	SIGIR '11	Authorship Classification: A Discriminative Syntactic Tree Mining Approach	{u'Hyungsul Kim': u'UIUC, Urbana, IL, USA', u'Tim Weninger': u'UIUC, Urbana, IL, USA', u'Sangkyum Kim': u'UIUC, Urbana, IL, USA', u'UIUC, Urbana, IL, USA': u'UIUC, Urbana, IL, USA'}	authorship attribution, authorship classification, authorship discrimination, text categorization, text mining
2011	SIGIR '11	Mining Topics on Participations for Community Discovery	{u'Shanghai Jiao Tong University, Shanghai, China': u'Shanghai Jiao Tong University, Shanghai, China', u'Guoqing Zheng': u'Shanghai Jiao Tong University, Shanghai, China', u'Jinwen Guo': u'Shanghai Jiao Tong University, Shanghai, China', u'Shengliang Xu': u'Shanghai Jiao Tong University, Shanghai, China', u'Lichun Yang': u'IBM China Research Laboratory, Beijing, China'}	community discovery, hierarchical dirichlet process, nonparametric statistical model, topics on participations
2011	SIGIR '11	Learning Online Discussion Structures by Conditional Random Fields	{u'Hongning Wang': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'Chi Wang': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'University of Illinois at Urbana-Champaign, Urbana, IL, USA': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA'}	replying relation reconstruction, structure learning, threaded discussion
2011	SIGIR '11	Competition-based User Expertise Score Estimation	{u'Jing Liu': u'Harbin Institute of Technology, Harbin, China', u'Young-In Song': u'Microsoft Research Asia, Beijing, China', u'Harbin Institute of Technology, Harbin, China': u'Microsoft Research Asia, Beijing, China'}	community question answering, competition model, expertise estimation, pairwise comparison
2011	SIGIR '11	Predicting Web Searcher Satisfaction with Existing Community-based Answers	{u'Eugene Agichtein': u'Yahoo! Research, Haifa, Israel', u'Emory University, Atlanta, GA, USA': u'Yahoo! Research, Santa Clara, CA, USA', u'Qiaoling Liu': u'Emory University, Atlanta, GA, USA', u'Yahoo! Research, Haifa, Israel': u'Yahoo! Research, Haifa, Israel', u'Evgeniy Gabrilovich': u'Yahoo! Research, Haifa, Israel', u'Gideon Dror': u'Yahoo! Research, Haifa, Israel'}	answer quality, community question answering, query clarity, query-question match, searcher satisfaction
2011	SIGIR '11	Social Annotation in Query Expansion: A Machine Learning Approach	{u'Dalian University of Technology, Dalian, China': u'Dalian University of Technolog, Dalian, China', u'Hongfei Lin': u'Dalian University of Technology, Dalian, China', u'Yuan Lin': u'Dalian University of Technology, Dalian, China'}	learning to rank, query expansion, social annotation
2011	SIGIR '11	Scalable Multi-dimensional User Intent Identification Using Tree Structured Distributions	{u'Liliana Calder\xf3n-Benavides': u'Indian Institute of Science, Bangalore, India', u'Chalmers University, Gothenburg, Sweden': u'Yahoo! Research, Barcelona, Spain', u'Vinay Jethava': u'Chalmers University, Gothenburg, Sweden', u'Ricardo Baeza-Yates': u'Chalmers University, Gothenburg, Sweden'}	chow-liu, facets, fastq, query intent, web search, wordnet
2011	SIGIR '11	Out of Sight, Not out of Mind: On the Effect of Social and Physical Detachment on Information Need	{u'Elad Yom-Tov': u'Yahoo Research, New York, NY, USA', u'Yahoo Research, New York, NY, USA': u'Yahoo Research, New York, NY, USA'}	distance, information, need, physical, social
2011	SIGIR '11	CrowdLogging: Distributed, Private, and Anonymous Search Logging	{u'Henry Allen Feild': u'University of Massachusetts Amherst, Amherst, MA, USA', u'University of Massachusetts Amherst, Amherst, MA, USA': u'University of Massachusetts Amherst, Amherst, MA, USA', u'James Allan': u'University of Massachusetts Amherst, Amherst, MA, USA'}	distributed query logs, private query log analysis
2011	SIGIR '11	ViewSer: Enabling Large-scale Remote User Studies of Web Search Examination and Interaction	{u'Dmitry Lagun': u'Emory University, Atlanta, GA, USA', u'Emory University, Atlanta, GA, USA': u'Emory University, Atlanta, GA, USA'}	remote user studies, web search behavior, web search evaluation
2011	SIGIR '11	Measuring Improvement in User Search Performance Resulting from Optimal Search Tips	{u'Stanford University, Stanford, CA, USA': u'Google, Mountain View, CA, USA', u'Google, Mountain View, CA, USA': u'Google, Mountain View, CA, USA', u'Neema Moraveji': u'Stanford University, Stanford, CA, USA', u'Daniel Russell': u'Stanford University, Stanford, CA, USA'}	assistance, effectiveness measures, efficiency, experimental design, expertise, query reformulation, search interface, suggestions, tactics, tips, user studies
2011	SIGIR '11	Find It if You Can: A Game for Modeling Different Types of Web Search Success Using Interaction Data	{u'Mikhail Ageev': u'Moscow State University, Moscow, Russian Fed.', u'Moscow State University, Moscow, Russian Fed.': u'Emory University, Atlanta, GA, USA', u'Emory University, Atlanta, GA, USA': u'Emory University, Atlanta, GA, USA', u'Qi Guo': u'Emory University, Atlanta, GA, USA'}	query log analysis, user studies, web search success
2011	SIGIR '11	Why Searchers Switch: Understanding and Predicting Engine Switching Rationales	{u'Yunqiao Zhang': u'Microsoft Corporation, Redmond, WA, USA', u'Emory University, Atlanta, GA, USA': u'Microsoft Corporation, Redmond, WA, USA', u'Qi Guo': u'Emory University, Atlanta, GA, USA', u'Microsoft Corporation, Redmond, WA, USA': u'Microsoft Corporation, Redmond, WA, USA', u'Ryen W. White': u'Microsoft Corporation, Redmond, WA, USA'}	predicting switching rationales, search engine switching
2011	SIGIR '11	Exploiting Geographical Influence for Collaborative Point-of-interest Recommendation	{u'Peifeng Yin': u'The Pennsylvania State University, University Park, PA, USA', u'The Pennsylvania State University, University Park, PA, USA': u'HKUST, Hong Kong, China', u'Mao Ye': u'The Pennsylvania State University, University Park, PA, USA'}	collaborative recommendation, geographical influence, location-based social networks
2011	SIGIR '11	Functional Matrix Factorizations for Cold-start Recommendation	{u'Shuang-Hong Yang': u'Georgia Institute of Technology, Atlanta, GA, USA', u'Ke Zhou': u'Georgia Institute of Technology, Atlanta, GA, USA', u'Georgia Institute of Technology, Atlanta, GA, USA': u'Georgia Institute of Technology, Atlanta, GA, USA'}	cold-start problem, collaborative filtering, decision tree, functional matrix factorization, recommender systems
2011	SIGIR '11	CLR: A Collaborative Location Recommendation Framework Based on Co-clustering	{u'Kenneth Wai-Ting Leung': u'Hong Kong University of Science and Technology, Hong Kong, Hong Kong', u'Hong Kong University of Science and Technology, Hong Kong, Hong Kong': u'Hong Kong University of Science and Technology, Hong Kong, Hong Kong', u'Dik Lun Lee': u'The Pennsylvania State University, University Park, PA, USA'}	co-clustering, collaborative filtering, location recommendation
2011	SIGIR '11	Collaborative Competitive Filtering: Learning Recommender Using Context of User Choice	{u'Shuang-Hong Yang': u'Georgia Institute of Technology, Atlanta, GA, USA', u'Georgia Institute of Technology, Atlanta, GA, USA': u'Yahoo! Labs, Sunnyvale, CA, USA', u'Bo Long': u'Yahoo! Research, Santa Clara, CA, USA', u'Yahoo! Labs, Sunnyvale, CA, USA': u'Georgia Institute of Technology, Atlanta, GA, USA'}	behavior model, collaborative-competitive filtering, recommendation systems
2011	SIGIR '11	Unsupervised Query Segmentation Using Clickthrough for Information Retrieval	{u'Yanen Li': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'Bo-Jun Paul Hsu': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'Microsoft Research, Redmond, IL, USA': u'Microsoft Research, Redmond, WA, USA', u'University of Illinois at Urbana-Champaign, Urbana, IL, USA': u'Microsoft Research, Redmond, IL, USA'}	expectation maximization algorithm, language modeling, qslm, query segmentation
2011	SIGIR '11	Efficiently Collecting Relevance Information from Clickthroughs for Web Retrieval System Evaluation	{u'Jing He': u'Department of Computer Science and Technology, Peking University, Beijing, China', u'Department of Computer Science and Technology, Peking University, Beijing, China': u'State Key Lab of Virtual Reality Technology and Systems, Beihang University, Beijing, China', u'Wayne Xin Zhao': u'Department of Computer Science and Technology, Peking University, Beijing, China', u'Baihan Shu': u'Department of Computer Science and Technology, Peking University, Beijing, China'}	click model, clickthrough data, evaluation
2011	SIGIR '11	Probabilistic Factor Models for Web Site Recommendation	{u'Microsoft Research, Redmond, WA, USA': u'The Chinese University of Hong Kong, Hong Kong, Hong Kong', u'Hao Ma': u'Microsoft Research, Redmond, WA, USA', u'Chao Liu': u'AT &T Labs Research & The Chinese University of Hong Kong, Forlham Park, NJ, USA'}	matrix factorization, probabilistic factor modeling, recommender systems, web site recommendation
2011	SIGIR '11	Social Context Summarization	{u'Keke Cai': u'Tsinghua University, Beijing, China', u'IBM, China Research Lab, Beijing, China': u'IBM, China Research Lab, Beijing, China', u'Jie Tang': u'IBM, China Research Lab, Beijing, China', u'Zi Yang': u'Tsinghua University, Beijing, China', u'Tsinghua University, Beijing, China': u'Tsinghua University, Beijing, China'}	document summarization, factor graph, social context, twitter
2011	SIGIR '11	DOM Based Content Extraction via Text Density	{u'Beijing Institute of Technology, Beijing, China': u'Beijing Institute of Technology, Beijing, China', u'Fei Sun': u'Beijing Institute of Technology, Beijing, China', u'Dandan Song': u'Beijing Institute of Technology, Beijing, China'}	composite text density, content extraction, densitysum, text density
2011	SIGIR '11	Detecting Outlier Sections in Us Congressional Legislation	{u'Irene Ros': u'IBM Watson Research Center, Cambridge, MA, USA', u'University of Massachusetts Amherst, Amherst, MA, USA': u'IBM Watson Research Center, Cambridge, MA, USA', u'Elif Aktolga': u'University of Massachusetts Amherst, Amherst, MA, USA'}	dissimilarity, language modeling, outlier detection
2011	SIGIR '11	Composite Hashing with Multiple Information Sources	{u'Purdue University, West Lafayette, IN, USA': u'IBM T. J. Watson Research Lab, Hawthorne, NY, USA', u'Dan Zhang': u'Purdue University, West Lafayette, IN, USA', u'Fei Wang': u'Purdue University, West Lafayette, IN, USA'}	composite hashing, multiple information sources, semantic hashing
2011	SIGIR '11	A Site Oriented Method for Segmenting Web Pages	{u'Edleno Silva de Moura': u'Fed. Univ. of Amazonas, Manaus, AM, Brazil', u'David Fernandes': u'Fed. Univ. of Amazonas, Manaus, AM, Brazil', u'Fed. Univ. of Amazonas, Manaus, AM, Brazil': u'Fed. Univ. of Minas Gerais, Belo Horizonte, MG, Brazil', u'Altigran Soares da Silva': u'Fed. Univ. of Amazonas, Manaus, AM, Brazil'}	page segmentation, segment class
2011	SIGIR '11	Crowdsourcing for Book Search Evaluation: Impact of Hit Design on Comparative System Ranking	{u'Gabriella Kazai': u'Microsoft Research, Cambridge, United Kingdom', u'Jaap Kamps': u'University of Amsterdam, Amsterdam, Netherlands', u'Microsoft Research, Cambridge, United Kingdom': u'University of Amsterdam, Amsterdam, Netherlands', u'University of Amsterdam, Amsterdam, Netherlands': u'Microsoft Research, Cambridge, United Kingdom'}	book search, crowdsourcing quality, prove it
2011	SIGIR '11	Mining Tags Using Social Endorsement Networks	{u'Theodoros Lappas': u'University of California, Riverside, Riverside, Greece', u'University of California, Riverside, Riverside, Greece': u'Yahoo! Research, Sunnyvale, USA', u'Kunal Punera': u'Yahoo! Research, Sunnyvale, USA'}	endorsement networks, multimodal data mining, tag extraction
2011	SIGIR '11	Who Should Share What?: Item-level Social Influence Prediction for Users and Posts Ranking	{u'Fei Wang': u'Tsinghua University, Beijing, China', u'Peng Cui': u'Tsinghua University, Beijing, China', u'Tsinghua University, Beijing, China': u'Tsinghua University, Beijing, China', u'IBM T J Watson Research Center, Hawthorne, USA': u'Tsinghua University, Beijing, China', u'Shaowei Liu': u'Tsinghua University, Beijing, China'}	matrix factorization, social influence, user ranking, web post ranking
2011	SIGIR '11	Enhancing Ad-hoc Relevance Weighting Using Probability Density Estimation	{u'Jimmy Xiangji Huang': u'York University, Toronto, ON, Canada', u'Xiaofeng Zhou': u'York University, Toronto, ON, Canada', u'York University, Toronto, ON, Canada': u'York University, Toronto, ON, Canada'}	bm25, document length, probabilistic ir
2011	SIGIR '11	A Boosting Approach to Improving Pseudo-relevance Feedback	{u'ChengXiang Zhai': u'Wolfram Research, Inc., Champaign, IL, USA', u'Yuanhua Lv': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'University of Illinois at Urbana-Champaign, Urbana, IL, USA': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA'}	boosting, feedbackboost, learning, loss function, optimization, pseudo-relevance feedback, robustness
2011	SIGIR '11	CRTER: Using Cross Terms to Enhance Probabilistic Information Retrieval	{u'Jimmy Xiangji Huang': u'York University, Toronto, ON, Canada', u'Jiashu Zhao': u'York University, Toronto, ON, Canada', u'York University, Toronto, ON, Canada': u'York University, Toronto, ON, Canada'}	bm25, cross term, kernel, probabilistic ir, proximity
2011	SIGIR '11	Active Learning to Maximize Accuracy vs. Effort in Interactive Information Retrieval	{u'Aibo Tian': u'The University of Texas at Austin, Austin, TX, USA', u'The University of Texas at Austin, Austin, TX, USA': u'The University of Texas at Austin, Austin, TX, USA'}	active learning, personalized search, relevance feedback
2011	SIGIR '11	Inferring and Using Location Metadata to Personalize Web Search	{u'Filip Radlinski': u'Microsoft, Redmond, WA, USA', u'Paul N. Bennett': u'Microsoft Research, Redmond, WA, USA', u'Microsoft, Vancouver, BC, Canada': u'Microsoft, Cambridge, United Kingdom', u'Microsoft Research, Redmond, WA, USA': u'Microsoft, Vancouver, BC, Canada'}	location metadata, personalization, web search
2011	SIGIR '11	SCENE: A Scalable Two-stage Personalized News Recommendation System	{u'Dingding Wang': u'Florida International University, Miami, FL, USA', u'Lei Li': u'Florida International University, Miami, FL, USA', u'Florida International University, Miami, FL, USA': u'Florida International University, Miami, FL, USA'}	multi-level news recommendation, news entity, personalization, submodularity, user profile
2011	SIGIR '11	Relevant Knowledge Helps in Choosing Right Teacher: Active Query Selection for Ranking Adaptation	{u'Wei Gao': u'East China Normal University, Shanghai, China', u'Peng Cai': u'East China Normal University, Shanghai, China', u'East China Normal University, Shanghai, China': u'The Chinese University of Hong Kong, Hong Kong, Hong Kong', u'The Chinese University of Hong Kong, Hong Kong, Hong Kong': u'The Chinese University of Hong Kong, Key Laboratory of High Confidence Software Technologies, Ministry of Education, China, Hong Kong, Hong Kong'}	active learning, query by committee, ranking adaptation
2011	SIGIR '11	A Cascade Ranking Model for Efficient Ranked Retrieval	{u'Jimmy Lin': u'University of Southern California, Marina del Rey, CA, USA', u'Lidan Wang': u'University of Maryland, College Park, MD, USA', u'University of Maryland, College Park, MD, USA': u'University of Maryland, College Park, MD, USA'}	effectiveness, efficiency, learning to rank
2011	SIGIR '11	Learning to Rank for Freshness and Relevance	{u'Na Dai': u'Lehigh University, Bethlehem, PA, USA', u'Lehigh University, Bethlehem, PA, USA': u'Microsoft Research, Cambridge, United Kingdom', u'Milad Shokouhi': u'Lehigh University, Bethlehem, PA, USA'}	freshness ranking, query classification, temporal profiles
2011	SIGIR '11	Bagging Gradient-boosted Trees for High Precision, Low Variance Ranking Models	{u'Yasser Ganjisaffar': u'University of California, Irvine, Irvine, CA, USA', u'University of California, Irvine, Irvine, CA, USA': u'Microsoft Research, Redmond, WA, USA', u'Rich Caruana': u'University of California, Irvine, Irvine, CA, USA'}	bagging, learning-to-rank, tree ensembles
2011	SIGIR '11	User Behavior in Zero-recall Ecommerce Queries	{u'Gyanit Singh': u'eBay Inc, San Jose, CA, USA', u'eBay Inc, San Jose, CA, USA': u'eBay Inc, San Jose, CA, USA', u'Nish Parikh': u'eBay Inc, San Jose, CA, USA'}	ecommerce search, user studies, zero recall
2011	SIGIR '11	Intentions and Attention in Exploratory Health Search	{u'Marc-Allen Cartright': u'University of Massachusetts Amherst, Amherst, MA, USA', u'University of Massachusetts Amherst, Amherst, MA, USA': u'Microsoft Research, Redmond, WA, USA', u'Ryen W. White': u'Microsoft Research, Redmond, WA, USA'}	cyberchondria, diagnosis, health search, medical search
2011	SIGIR '11	Learning Search Tasks in Queries and Web Pages via Graph Regularization	{u'University of Illinois at Urbana-Champaign, Urbana, IL, USA': u'Microsoft Research Asia, Beijing, China', u'Beijing Institute of Technology, Beijing, China': u'Microsoft Corporation, Redmond, WA, USA', u'Microsoft Research Asia, Beijing, China': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'Ming Ji': u'University of Illinois at Urbana-Champaign, Urbana, IL, USA', u'Jun Yan': u'Beijing Institute of Technology, Beijing, China', u'Siyu Gu': u'Zhejiang University, Hangzhou, China', u'Jiawei Han': u'Microsoft Research Asia, Beijing, China'}	classification, graph regularization, web search task
2011	SIGIR '11	People Searching for People: Analysis of a People Search Engine Log	{u'University of Amsterdam, Amsterdam, Netherlands': u'University of Amsterdam, Amsterdam, Netherlands', u'Richard Berendsen': u'University of Amsterdam, Amsterdam, Netherlands', u'Bogomil Kovachev': u'NTNU Trondheim, Trondheim, Norway', u'Wouter Weerkamp': u'University of Amsterdam, Amsterdam, Netherlands'}	classification, people search, query log analysis
2011	SIGIR '11	Understanding Re-finding Behavior in Naturalistic Email Interaction Logs	{u'Morgan Harvey': u'University of Erlangen, Erlangen, Germany', u'David Elsweiler': u'University of Erlangen, Erlangen, Germany', u'University of Erlangen, Erlangen, Germany': u'University of Strathclyde, Glasgow, United Kingdom'}	naturalistic user evaluation, personal information management, query log analysis, re-finding
2011	SIGIR '11	Seeding Simulated Queries with User-study Data for Personal Search Evaluation	{u'Universidad de Santiago de Compostela, Santiago de Compostela, Spain': u'Universidad de Santiago de Compostela, Santiago de Compostela, Spain', u'David E. Losada': u'Universidad de Santiago de Compostela, Santiago de Compostela, Spain', u'David Elsweiler': u'University of Erlangen, Erlangen, Germany', u'University of Erlangen, Erlangen, Germany': u'Universidad de Santiago de Compostela, Santiago de Compostela, Spain'}	email re-finding, evaluation, personal search, user study
